At_gene	NAME	root1_log_fold	root3_log_fold	root5_log_fold	shoot1_log_fold	shoot3_log_fold	shoot5_log_fold
AT1G04890	Protein of unknown function, DUF593	0	0	0	0	0	0
AT1G04900	Putative uncharacterized protein	0	-0.623075037	0	0	0	0
AT1G04910	Uncharacterized protein At1g04910	0	0	0	0	0	0
AT1G04920	SPS3F	0	0	0	0	0	0
AT1G04930	Hydroxyproline-rich glycoprotein family protein	0	0	0	0	0	0
AT1G04940	Protein TIC 20-I, chloroplastic	0	-0.362126707	0	-0.6272705575	0	-0.5328699075
AT1G04945	HIT-type zinc finger family protein	0	0	0	0	0	0
AT1G04950	TAFII59	0	0.6353354935	0	0	0	0
AT1G04960	Protein of unknown function (DUF1664)	0.443807195	0.760362531	0	0	0	0
AT1G04970	Putative BPI/LBP family protein At1g04970	0	0	0	0	0	0
AT1G04980	Protein disulfide-isomerase like 2-2	0	0	0	0	0	0
AT1G04990	Zinc finger CCCH domain-containing protein 3	0.822492477	0.903450985	0.8996848265	0.841388331	0	1.0747798565
AT1G05000	Atypical dual-specificity phosphatase	0	0.7011518785	0	0	0	3.120028227
AT1G05010	1-aminocyclopropane-1-carboxylate oxidase 4	1.881901083	1.836236131	0	0	1.649529193	0
AT1G05020	Clathrin coat assembly protein AP180	0	1.18520697425	0	0	0	0
AT1G05030	Probable plastidic glucose transporter 1	0	3.940464346	3.096124031	4.705795664	0	3.076025042
AT1G05055	General transcription factor IIH subunit 2	0	0	0	0	0	0
AT1G05060	At1g05060	4.838658344	6.111668904	2.1591117535	0	1.2998921765	0.7842058505
AT1G05070	At1g05070/T7A14_6	0	0	0	-1.070178098	0	0
AT1G05100	MAPKKK18	0	0	0	0	0	5.174329411
AT1G05120	Helicase protein with RING/U-box domain	0	0	0	0	0	0
AT1G05150	Uncharacterized TPR repeat-containing protein At1g05150	0	0	0	0	0	0
AT1G05160	Ent-kaurenoic acid oxidase 1	0	0	0	0	0	0
AT1G05170	Probable beta-1,3-galactosyltransferase 2	-2.121389474	-1.6483916985	-1.852048208	0	0	0
AT1G05180	NEDD8-activating enzyme E1 regulatory subunit	0	0	0	0	0	0
AT1G05190	50S ribosomal protein L6, chloroplastic	0	-0.431518729	-0.758266684	-0.397204661	0	-1.5782003048
AT1G05200	Glutamate receptor	0	0	0	0	0	0
AT1G05205	At1g05205	0	0	0	0	0	0
AT1G05210	At1g05210	0	0	0	0	0	0
AT1G05230	Homeobox-leucine zipper protein HDG2	0	0	0.6784506496	0	0	-0.7706318106
AT1G05250	Peroxidase 2	-1.36740127775	1.520534906	-0.492447136375	0	0	0
AT1G05260	Peroxidase	-1.0069482876	-1.3129892574	-1.2770858008	0	0.2291125126	-0.6324795026
AT1G05270	At1g05270	0	0.2783815475	0	0	0	0.450348223
AT1G05280	Protein of unknown function (DUF604)	0	0.6977134925	0	0	0	0
AT1G05290	CCT motif-containing protein	0	0	0	0	0	0
AT1G05291	YUP8H12.9	0	0	0	0	0	0
AT1G05300	Zinc transporter 5	1.3001899715	1.978185408	0	0	0	0
AT1G05310	Probable pectinesterase 8	-0.684396865	0.7861799666	0	0	0	0
AT1G05320	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: fruit, egg cell; CONTAINS InterPro DOMAIN/s: Prefoldin (InterPro:IPR009053); BEST Arabidopsis thaliana protein m /.../s: unknown protein (TAIR:AT2G32240.1); Has 267650 Blast hits to 119772 proteins in 3899 species: Archae - 3706; Bacteria - 62589; Metazoa - 106546; Fungi - 19914; Plants - 13918; Viruses - 1287; Other Eukaryotes - 59690 (source: NCBI BLink).	-0.6953395725	1.84110501375	0	0.50530932325	0.52941648475	1.6754977575
AT1G05340	Putative uncharacterized protein	2.749963602	3.298389595	1.677807704	0	2.62634803	4.382765331
AT1G05350	Ubiquitin-like modifier-activating enzyme 5	0	-0.483692342	0	0	0	0
AT1G05360	Vacuole membrane protein KMS2	0	-0.518987776	0	0	0	0
AT1G05370	Sec14p-like phosphatidylinositol transfer family protein	0	0	0	0	0	0
AT1G05380	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein	0	0	0	0	0	0
AT1G05385	Psb27-H1	0	-1.2361891715	0	0	0	0
AT1G05410	At1g05410/T25N20_5	0	0	0	0	0	0
AT1G05420	ovate family protein 12	1.756040001	1.483148101	0	-1.181039843	0	-1.6132151505
AT1G05440	T25N20.9	0	0	0	0	0	0
AT1G05450	Protease inhibitor	2.709011854	0	0	0	0	0
AT1G05460	Probable RNA helicase SDE3	0	-1.187383194	0	0	0	0
AT1G05470	Type IV inositol polyphosphate 5-phosphatase 6	0	-0.5302349582	0	0	0	0
AT1G05490	SNF2 domain-containing protein CLASSY 3	0	0	0	0	0	0
AT1G05500	Synaptotagmin-5	0	0	0.29711236975	0	0	0
AT1G05510	Oil body-associated protein 1A	0	0	0	0	0	0
AT1G05520	At1g05520/T25N20_16	0	0	0	0	0	0.900663118333333
AT1G05530	UDP-glycosyltransferase 75B2	1.27197578266667	0	0	0	0	0
AT1G05540	T25N20.19	2.1100977725	0	0	1.1027539715	0	0.44653311475
AT1G05550	Protein of unknown function (DUF295)	0	0	0	0	0	0
AT1G05560	UDP-glucosyltransferase 75B1	5.8914713315	5.039074291	1.0144847995	4.0433259135	0	3.2658287135
AT1G05570	Callose synthase 1	0	1.2222719345	0	0	0	1.1961931635
AT1G05577	F3F20.2 protein	0	0	0	0	0	0
AT1G05580	Cation/H(+) antiporter 23, chloroplastic	0	0	0	0	0	0
AT1G05590	Beta-hexosaminidase 2	0	-0.554999257	0	0	0	-0.381413886666667
AT1G05600	Pentatricopeptide repeat-containing protein At1g05600	0	0	0	0	0	0
AT1G05610	ADP-glucose pyrophosphorylase small subunit 2	0	0	0	0	0	0
AT1G05620	Probable uridine nucleosidase 2	0	0	0	0	0	0.3273171016
AT1G05630	Endonuclease/exonuclease/phosphatase family protein	0	0	0	0	0	0
AT1G05640	Ankyrin repeats-containing protein	-1.278025431	0	0	0	0	0
AT1G05650	F3F20.10 protein	0	0	0	0	0	0
AT1G05660	F3F20.11 protein	-1.597997678	1.16487305725	0	0	0	0
AT1G05670	Glycosyltransferase	0	0	0	0	0	0
AT1G05680	Glycosyltransferase	2.840145263	3.2314871976	0.3804678296	1.4652648536	0.9654907558	0.5997088188
AT1G05690	BTB/POZ and TAZ domain-containing protein 3	0	0	0	0	0	0
AT1G05700	Leucine-rich repeat transmembrane protein kinase protein	-0.446146338	2.2504501388	0	0	0	0
AT1G05710	NA	0	0.1917543634	0	0	0	0
AT1G05720	Putative uncharacterized protein At1g05720	0	0	0	0	0	0
AT1G05730	Putative uncharacterized protein	0	0	0	0	0	0
AT1G05750	Pentatricopeptide repeat-containing protein At1g05750, chloroplastic	0	0	0	0	0	0
AT1G05780	Vacuolar ATPase assembly integral membrane protein VMA21 homolog	0	0	0	0	0	0
AT1G05790	lipase class 3 family protein	0	0	0	0	0	0
AT1G05800	Galactolipase DONGLE, chloroplastic	0	0	0	0	0	0
AT1G05805	Transcription factor bHLH128	0	0.499151571	0	0	0	0
AT1G05810	RAB GTPase homolog A5E	0	1.60026987366667	0	0	0	0
AT1G05820	Signal peptide peptidase-like 5	0	0	0	0	0	0
AT1G05830	Histone-lysine N-methyltransferase ATX2	0	0	0	0	0	0
AT1G05835	Uncharacterized protein At1g05835	0	-0.952209177	0	0	0	0
AT1G05840	Aspartyl protease-like protein	0	0	0	0	0	0
AT1G05850	POM1	-1.70870716925	0	-0.91845736475	0	0	-1.94624780875
AT1G05860	Putative uncharacterized protein At1g05860	0	0	0	0	0	0
AT1G05870	At1g05870	0	0	0	0	0	-1.5647797288
AT1G05890	Putative E3 ubiquitin-protein ligase ARI5	0	0.3351620165	0	0	0	0
AT1G05894	Putative uncharacterized protein	0	0	0	0	0	0
AT1G05900	Endonuclease III homolog	0	0	0	0	0	0
AT1G05910	ATPase family AAA domain-containing protein At1g05910	0	-0.29650116425	0	0	0	0
AT1G05940	CAT9	0	0	0	0	0	0
AT1G05950	unknown protein; Has 50 Blast hits to 45 proteins in 14 species: Archae - 5; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).	0	0	0	0	0	0
AT1G05960	ARM repeat superfamily protein	0	0.267521859166667	0	0	0	0
AT1G05990	Calmodulin-like protein 7	0	0	0	0	0	0
AT1G06000	Glycosyltransferase	0	0	0	0	0	0
AT1G06010	Putative uncharacterized protein At1g06010	0	0	0	0	0	0
AT1G06020	Probable fructokinase-3	0	5.733345413	0	0	0	0
AT1G06030	Probable fructokinase-2	0	2.234266261	0	0	0	0
AT1G06040	B-box zinc finger protein 24	-0.5794622448	0	0	-0.2736267482	0	0
AT1G06050	Protein of unknown function (DUF1336)	0	1.250700967	0	0	0	0
AT1G06060	At1g06060	0	-0.6164187465	0	0	0	0
AT1G06070	At1g06070	0	0	0	0	0	0
AT1G06080	Delta-9 acyl-lipid desaturase 1	0	0	0	-1.2019701165	1.4354205345	-3.0954769665
AT1G06090	Delta-9 desaturase-like 1 protein	-0.316449020875	1.7885901475	0	-0.336500545125	0.703241760125	0
AT1G06110	F-box protein SKIP16	0	0.25059353075	0	0	0	0
AT1G06130	GLX2-4	0	0	0	0	0	0
AT1G06140	Pentatricopeptide repeat-containing protein At1g06140, mitochondrial	0	0	0	0	0	0
AT1G06143	Pentatricopeptide repeat-containing protein At1g06143	0	0	0	0	0	0
AT1G06160	ORA59	1.401477523	0	0	3.69771381625	0	0
AT1G06170	Transcription factor bHLH89	0	0	0	0	0	0
AT1G06180	Transcription factor MYB13	0	0	0	0	0	0
AT1G06190	Rho termination factor	0	-0.562969264	0	0	0	0
AT1G06200	Peptidase S24/S26A/S26B/S26C family protein	0	0	0	0	0	0
AT1G06210	At1g06210/F9P14_4	0.776762433714286	0	0	0	0	0
AT1G06220	110 kDa U5 small nuclear ribonucleoprotein component CLO	0	0	0	0	0	0
AT1G06230	GTE4	0.398011693571429	0.563271932714286	0	0	0	0
AT1G06240	Putative uncharacterized protein At1g06240	0	0	0	0	0	-0.5588497875
AT1G06250	Phospholipase A1-IIalpha	0	0	0	0	0	0.5738641505
AT1G06260	Cysteine proteinases superfamily protein	0	0	0	0	0	0
AT1G06270	Pentatricopeptide repeat-containing protein At1g06270	0	0	0	0	0	0
AT1G06280	LOB domain-containing protein 2	0	0	0	0	0	0
AT1G06290	Acyl-coenzyme A oxidase	0.9707792265	2.043313251	1.240816442	0	0.4937897955	1.2886948275
AT1G06310	Putative acyl-coenzyme A oxidase 3.2, peroxisomal	0	0	0	0	0	0
AT1G06330	Heavy metal transport/detoxification superfamily protein	0	0	0	0	0	0
AT1G06350	Delta-9 desaturase-like 4 protein	0	0	0	0	0	0
AT1G06360	Fatty acid desaturase family protein	0	0	0	-0.270500977	0	-0.828328750375
AT1G06400	Ras-related protein RABA1a	0	0	0	0	0	0
AT1G06410	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7	0	0.24323052825	0	0	0	0
AT1G06430	ATP-dependent zinc metalloprotease FTSH 8, chloroplastic	0.391049592	0.4747291724	0	-0.2357127114	0.1810452454	0.0769831254
AT1G06440	At1g06440	0	0	0	0	0	0
AT1G06460	Alpha-crystallin domain 32.1	-1.88978801525	-2.14962794025	0	0	0	0
AT1G06470	Probable sugar phosphate/phosphate translocator At1g06470	0	0	0	0	0	0.36880654175
AT1G06475	Putative uncharacterized protein	0	0	0	0	0	0
AT1G06490	Callose synthase 7	0	-0.2444867458	-0.2466419326	0	0	0
AT1G06510	Putative uncharacterized protein At1g06510	0	0	0	0	0	0
AT1G06515	Protein of unknown function (DUF3317)	0	0	0	0	0	0
AT1G06520	Glycerol-3-phosphate acyltransferase 1	0	0	1.3727501655	0	0	0
AT1G06530	Peroxisomal and mitochondrial division factor 2	0	-0.462011126	0	0	0	0
AT1G06550	3-hydroxyisobutyryl-CoA hydrolase-like protein 5	0.212373957333333	0.129448374	0	0	0	0
AT1G06560	At1g06560	0	0	0	0	0	0
AT1G06570	4-hydroxyphenylpyruvate dioxygenase	4.048425946	5.1142604915	1.00149262375	0.38215621025	2.15536431975	2.62154225425
AT1G06590	Anaphase-promoting complex subunit 5	0	0	0	0	0	0
AT1G06620	1-aminocyclopropane-1-carboxylate oxidase homolog 1	0	0	0	0.3583803395	0	0
AT1G06640	1-aminocyclopropane-1-carboxylate oxidase homolog 2	0	0	0	0	0	0
AT1G06645	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0	0	0	0	0	0
AT1G06660	Protein JASON	0	0	0	0	0	0
AT1G06670	DExH-box ATP-dependent RNA helicase DExH2	0	0	0	0	0	0
AT1G06680	Oxygen-evolving enhancer protein 2-1, chloroplastic	-2.56045203716667	-0.669544177	-0.408270942666667	-0.184033684666667	0	-2.2931115215
AT1G06690	Uncharacterized oxidoreductase At1g06690, chloroplastic	0	0	0	-0.7108837795	0	-0.5827508825
AT1G06700	PTI1-like tyrosine-protein kinase 1	0	0	0	0.2242908942	0	-0.5010606056
AT1G06710	Tetratricopeptide repeat (TPR)-like superfamily protein	0	0	0	0	0	0
AT1G06720	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0	-0.52536167125	0	0	0	0
AT1G06730	At1g06730/F4H5_22	0	-0.6753009915	0	0	0	0
AT1G06750	p-loop containing nucleoside triphosphate hydrolases superfamily protein	0	0	0	0	0	0
AT1G06760	Histone H1.1	0	0	0	0	-0.1264143904	-0.4776892488
AT1G06780	Hexosyltransferase	0	0	0	0	0	0
AT1G06790	F4H5.12 protein	0	-0.6966155695	0	0	0	0
AT1G06800	PLA-I(gamma)1	2.43050794475	3.6069595935	1.17735395925	0	0.9758245095	1.748307144
AT1G06820	Prolycopene isomerase, chloroplastic	0	0	0	-0.776498779666667	0	0
AT1G06830	Monothiol glutaredoxin-S11	0	0	0	0	0	-1.287864998
AT1G06840	Probable LRR receptor-like serine/threonine-protein kinase At1g06840	1.279989022	2.164932283	0	0	1.258477984	1.8162456085
AT1G06850	AtbZIP transcription factor	0	0	0	0	0	0
AT1G06870	Plsp2A	0	1.035295565	0	0	0	0
AT1G06890	Uncharacterized membrane protein At1g06890	0	0	0	0	0	0
AT1G06900	Nardilysin-like	0	0	0	0	0	-0.194860284333333
AT1G06910	TRFL7	0	0	0	0	0	0
AT1G06920	Transcription repressor OFP4	0	0	0	0	0	0
AT1G06930	Expressed protein	0	0	0	0.9623494405	0	0
AT1G06950	Protein TIC110, chloroplastic	0	0	0	-0.151015194	0	0
AT1G06970	CHX14	0	0	0	0	0	0
AT1G06980	At1g06980	-1.0166355188	0	0	0	0	0
AT1G06990	GDSL esterase/lipase At1g06990	0	0	0	0	0	0
AT1G07000	EXO70B2	1.257771172	3.3056400825	0	2.0387914255	1.4680360085	2.2493779475
AT1G07010	Shewenella-like protein phosphatase 1	0	-0.463799202	0	0	0	0
AT1G07020	Putative uncharacterized protein	0	0	0	0	0	0
AT1G07030	At1g07030	0	0	0	1.721647696	0	0
AT1G07040	At1g07040	2.838162591	5.061748343	1.732747547	0.96965019	2.678547872	3.59476652
AT1G07050	CCT motif family protein	0	0	0	0	0	0
AT1G07080	At1g07080/F10K1_15	0	0	0	0	0.327694981833333	0
AT1G07090	LSH6	0	0	0	0	0	-0.408981765142857
AT1G07110	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	-0.4312261895	-0.251798413833333	0	-1.04450735633333	0	-0.744861184166667
AT1G07120	F10K1.18 protein	0	0	0	0	0	0
AT1G07135	At1g07135	6.081061312	7.445641939	0	0	0	0
AT1G07140	SIRANBP	0	0	0	0.1757102172	0	0
AT1G07150	F10K1.14 protein	4.947067249	3.894439474	0	0	0	0
AT1G07160	Probable protein phosphatase 2C 2	4.606775267	5.999839323	0	0	1.855987352	4.3841552195
AT1G07170	PHD finger-like domain-containing protein 5A	0	0.2733598662	0	0	0	0
AT1G07180	Internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial	2.62156167925	2.07369538525	0	0.9310538435	0	-0.8068189595
AT1G07200	Protein SMAX1-LIKE 6	0	0	0	-0.64495296675	0	0
AT1G07210	F10K1.8 protein	0	0	0	0	0	0
AT1G07220	F10K1.7 protein	0	0	0	0	0	0
AT1G07230	Non-specific phospholipase C1	0	0	0	0	1.6927913085	1.795968142
AT1G07240	UDP-glycosyltransferase 71C5	1.4120928855	1.7299893865	0.5170049835	0	0	1.4887015895
AT1G07250	UDP-glycosyltransferase 71C4	0	0.611593835	0	0	0	0
AT1G07260	Glycosyltransferase	-0.371710031	0	0	0	1.05840739275	0
AT1G07270	Cell division control protein 6 homolog B	0	0	0	0	0	0
AT1G07280	At1g07280/F22G5_32	0	0	0	0	0	0
AT1G07290	golgi nucleotide sugar transporter 2	0	0	0	0	0	0
AT1G07300	josephin protein-related	0	0	0	0	0	0
AT1G07310	Calcium-dependent lipid-binding domain protein	0	1.0707922895	0	0	0	0
AT1G07330	F22G5.33	0	0	0	0	0	0
AT1G07340	Sugar transport protein 2	0	0	0	0	0	0
AT1G07350	Serine/arginine-rich splicing factor SR45a	1.8254488145	0.9566598855	0	0.9017689015	0	0
AT1G07360	Zinc finger CCCH domain-containing protein 4	0	0	0	0	0	0
AT1G07370	Proliferating cell nuclear antigen	0	-1.275191343	0	0	-0.44302993325	-1.75132432925
AT1G07380	Neutral/alkaline non-lysosomal ceramidase	0.906856997	0.771195267	0	0.622133588	1.06295311366667	1.236734664
AT1G07390	Receptor like protein 1	0	0	0	0	0	0
AT1G07410	Ras-related protein RABA2b	0	0	0	0	0	0
AT1G07420	Methylsterol monooxygenase 2-2	-0.266409156	-0.205435420666667	-0.322064846666667	0	0	-0.232771459666667
AT1G07430	Protein phosphatase 2C 3	1.072365958	0	1.02186282666667	2.115863335	1.16719943066667	3.86315726766667
AT1G07440	Tropinone reductase homolog At1g07440	0	0	0	0	0	0
AT1G07450	Tropinone reductase homolog At1g07450	0	0	0	0	0	0
AT1G07460	F22G5.19	0	0	0	0	0	0
AT1G07470	At1g07470/F22G5_13	0	0	0	0	0	0
AT1G07480	Transcription factor IIA, alpha/beta subunit	-0.642329050333333	-0.3279678475	0	0	0	0
AT1G07490	RTFL3	0	0	0	0	0	0
AT1G07510	ATP-dependent zinc metalloprotease FTSH 10, mitochondrial	0	0.588463475333333	0.343769940333333	0	0	0
AT1G07520	GRAS family transcription factor	0	0.518231171	0	1.20753062933333	0	0
AT1G07530	AT1G07530 protein	0.928002396	0	0	0	0	1.037029161
AT1G07540	Telomere repeat-binding protein 5	0	0	0	0	0	0
AT1G07560	Probable LRR receptor-like serine/threonine-protein kinase At1g07560	0	0	0	0	0	0
AT1G07570	Protein kinase superfamily protein	0.506842087	0.430448831	0	0	0	0
AT1G07590	Pentatricopeptide repeat-containing protein At1g07590, mitochondrial	0	0	0	0	0	0
AT1G07600	Metallothionein-like protein 1A	0	1.608555903	0	0	0	1.826403598
AT1G07615	Probable GTP-binding protein OBGM, mitochondrial	0	0	0	0	0	0
AT1G07620	GTP-binding protein Obg/CgtA	0	3.732463935	0	0	0	4.389459689
AT1G07630	PLL5	0.901525697	2.09503637075	0.32300051425	0	0.90645154775	2.14188248175
AT1G07640	Dof zinc finger protein DOF1.1	0	0	0	0	0	0
AT1G07645	DSI-1VOC	0	0	0	0	0	0
AT1G07650	Putative LRR receptor-like serine/threonine-protein kinase	1.3737443795	1.1234351435	0	0	0	0
AT1G07660	Histone H4	-0.69758004425	-1.21200536825	0	-0.351410968	-0.273591413	-1.12965726025
AT1G07670	Calcium-transporting ATPase 4, endoplasmic reticulum-type	0	0.258196944125	0	0	0	0.376620104
AT1G07700	Thioredoxin superfamily protein	0	0	0	0	0	0
AT1G07705	NOT2 / NOT3 / NOT5 family protein	0	0.6474193855	0	0	0	0
AT1G07710	Ankyrin repeats-containing protein	0	0	0	0	0	0
AT1G07720	3-ketoacyl-CoA synthase 3	0.5407306496	-0.6445316608	0	0	0.4324051802	0
AT1G07725	Exocyst subunit exo70 family protein H6	0	0	0	0	0	0
AT1G07730	Dirigent protein 25	0	0	-1.12924812166667	0	0	0
AT1G07740	Pentatricopeptide repeat-containing protein At1g07740, mitochondrial	0	0	0	0	0	0
AT1G07745	DNA repair protein RAD51 homolog 4	0	0	0	0	0	0
AT1G07750	At1g07750/F24B9_13	0	0.7945320145	0.94573841525	0	0	0
AT1G07770	AT1G07770 protein	0	-0.904716912833333	-0.905501117	0	0	-0.355036222666667
AT1G07790	Histone H2B.1	-0.223976530666667	-0.3471506825	0	0	-0.376031531	-1.336216718
AT1G07795	At1g07795	0	0	0	0	0	0
AT1G07810	Calcium-transporting ATPase 1, endoplasmic reticulum-type	0	0	0	0	0	0
AT1G07820	Histone H4	0	-0.922846234666667	0	-0.711734544666667	-0.293643449333333	-1.57489245866667
AT1G07830	At1g07830/F24B9_7	0	0	0	0	0	0
AT1G07840	AT1G07840 protein	0	0	0	0	0	0
AT1G07850	Glycosyltransferase	0	0	0	0	0	0
AT1G07870	Putative serine/threonine-protein kinase RLCKVII	0.409238523666667	2.41038504033333	0.281780884833333	0	0.7816714985	2.52337001433333
AT1G07880	Mitogen-activated protein kinase 13	0	0	0	0	0	0
AT1G07890	L-ascorbate peroxidase 1, cytosolic	0.416553741666667	0.538389234	0.585533536666667	1.402972745	0	0.473050469833333
AT1G07900	LBD1	0	0	0	0	0	1.4978937095
AT1G07910	RNAligase	0	0	0	0	0	0
AT1G07920	Elongation factor 1-alpha 4	-0.0747435531666667	-0.556745107083333	0	0	0	0
AT1G07930	Elongation factor 1-alpha 4	0	0	0	0	0	0
AT1G07940	Elongation factor 1-alpha 3	0	-1.389273537	0	0	0	0
AT1G07950	Surfeit locus protein 5 subunit 22 of Mediator complex	0	0	0	0	0	0
AT1G07960	PDIL5-1	0	0	0	0	0	0
AT1G07970	Putative uncharacterized protein At1g07970	0	-1.2606020015	0	0	0	0
AT1G07980	At1g07980	0	0	0	0	0	0
AT1G07985	Putative uncharacterized protein	0	0	0	0	0	0
AT1G07990	At1g07990/T6D22_5	0	-0.1588085515	0	0	0	0.149782511
AT1G08000	GATA10	-0.864343034	-0.719575717	0	0	0	0
AT1G08010	GATA transcription factor 11	0	0	0	0	0	-0.2487435164
AT1G08030	Protein-tyrosine sulfotransferase	-0.423206836	0	0	0	0	0
AT1G08035	Cyclin-dependent protein kinase inhibitor SMR16	0	0	0	0	0	0
AT1G08040	Putative storage protein	0	0	0	0	0	0
AT1G08050	C3HC4-type RING finger-containing protein	2.539905298	5.6720331285	2.191742608	3.6303938925	1.1875281055	1.8042608645
AT1G08060	ATP-dependent helicase family protein	0	0	0	0	0	0
AT1G08065	Alpha carbonic anhydrase 5	0	0	0	0	0	0
AT1G08070	Pentatricopeptide repeat-containing protein At1g08070, chloroplastic	0	0	0	0	0	0
AT1G08080	Alpha carbonic anhydrase 7	0	0	0	0	0	0
AT1G08090	High-affinity nitrate transporter 2.1	0	0.553023161444445	0	0	0	0
AT1G08110	Lactoylglutathione lyase	0	-0.21595851875	0	0	0	0
AT1G08125	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	0	0	0	0	0	0
AT1G08130	DNA ligase 1	0	0	0	0	0	0
AT1G08135	Cation/H(+) antiporter 6B	0	0	0	0	0	0
AT1G08140	Cation/H(+) antiporter 6A	0	0	0	0	0	0
AT1G08160	Uncharacterized protein At1g08160	0	0	-0.712493215333333	0	0	-0.460112647
AT1G08170	Histone H2B.2	0	0	0	0	0	0
AT1G08180	Cyclin-dependent protein kinase inhibitor SMR2	0	1.21549295	0	0	0	1.379993491
AT1G08190	Vacuolar protein sorting-associated protein 41 homolog	0	0	0	0	0	0
AT1G08200	UDP-D-apiose/UDP-D-xylose synthase 2	-0.546090291833333	-0.0999911063333333	0	0	0	-0.3896205135
AT1G08210	Eukaryotic aspartyl protease family protein	0	0	0	0	0	0
AT1G08220	Putative uncharacterized protein At1g08220	0	0	0	0	0	0
AT1G08230	GABA transporter 1	0	0	0	0	0.863326274	0.7562090825
AT1G08250	Arogenate dehydratase/prephenate dehydratase 6, chloroplastic	0.334500901	0.4111815136	0	0.3659336896	0	0
AT1G08260	DNA polymerase epsilon catalytic subunit A	0	0	0	0	0	0
AT1G08280	Beta-1,6-galactosyltransferase GALT29A	0	0	0	0	0	0
AT1G08290	Zinc finger protein WIP3	0	1.063780184	0	0	0	0.5820510875
AT1G08300	No vein-like protein	0	0	0	0	0	0
AT1G08310	Alpha/beta-Hydrolases superfamily protein	1.1184831345	0.85639816725	0	0	0	0.40070776025
AT1G08320	Transcription factor TGA9	0	0.493300717	0	0	0	0
AT1G08340	Rho GTPase-activating protein 5	0	0	0	0	0	0
AT1G08350	Transmembrane 9 superfamily member	0	0	0	0	0	0
AT1G08360	60S ribosomal protein L10a-1	0	-0.812150102	0	0	0	0
AT1G08370	mRNA-decapping enzyme-like protein	0	0	0	0	0	0
AT1G08380	PSAO	0	-0.261470958	0	-0.40156920475	-1.19878381475	-1.10989699925
AT1G08390	Putative uncharacterized protein At1g08390	0	0	0	0	0	0
AT1G08400	RINT1-like protein MAG2L	0	0	0	0	0	0
AT1G08410	GTPase LSG1-2	0	0	0	0	0	0
AT1G08420	Serine/threonine-protein phosphatase BSL2	0	0.15553776	0	0	0	0.1947942276
AT1G08430	Aluminum-activated malate transporter 1	1.6413385955	1.45582324925	0.36908180925	0	0	0
AT1G08440	Aluminum-activated malate transporter 2	0	0	0	0	0	0
AT1G08450	Calreticulin-3	0	-0.1580099552	0	1.4605154542	0	0
AT1G08460	Histone deacetylase 8	0	0	0	0	0	0
AT1G08465	Putative axial regulator YABBY 2	0	0	0	0	0	0
